0;0;31
0;1;23
0;2;18
5;0;30
5;1;23
5;2;18
10;0;31
10;1;21
10;2;19
15;0;31
15;1;22
15;2;19
20;0;33
20;1;22
20;2;21
25;0;35
25;1;20
25;2;19
30;0;37
30;1;18
30;2;20
35;0;38
35;1;18
35;2;18
40;0;39
40;1;19
40;2;19
45;0;39
45;1;18
45;2;21
50;0;41
50;1;17
50;2;20
55;0;40
55;1;19
55;2;21
60;0;38
60;1;19
60;2;20
65;0;39
65;1;19
65;2;22
70;0;40
70;1;18
70;2;23
75;0;42
75;1;18
75;2;24
80;0;44
80;1;20
80;2;22
85;0;46
85;1;20
85;2;22
90;0;48
90;1;20
90;2;20
95;0;50
95;1;20
95;2;21
100;0;48
100;1;19
100;2;20
105;0;48
105;1;21
105;2;18
110;0;48
110;1;23
110;2;16
115;0;49
115;1;25
115;2;16
120;0;51
120;1;25
120;2;17
125;0;51
125;1;26
125;2;16
130;0;51
130;1;28
130;2;14
135;0;52
135;1;30
135;2;16
140;0;52
140;1;31
140;2;16
145;0;50
145;1;29
145;2;18
150;0;48
150;1;27
150;2;18
155;0;48
155;1;29
155;2;17
160;0;50
160;1;29
160;2;17
165;0;52
165;1;29
165;2;16
170;0;51
170;1;29
170;2;15
175;0;51
175;1;28
175;2;17
180;0;49
180;1;30
180;2;19
185;0;49
185;1;32
185;2;20
190;0;48
190;1;33
190;2;21
195;0;49
195;1;31
195;2;19
200;0;51
200;1;30
200;2;18
205;0;50
205;1;28
205;2;16
210;0;50
210;1;30
210;2;18
215;0;52
215;1;32
215;2;18
220;0;53
220;1;32
220;2;17
225;0;52
225;1;34
225;2;17
230;0;50
230;1;33
230;2;18
235;0;49
235;1;34
235;2;18
240;0;48
240;1;32
240;2;19
245;0;46
245;1;30
245;2;20
250;0;44
250;1;28
250;2;19
255;0;45
255;1;29
255;2;18
260;0;44
260;1;28
260;2;19
265;0;44
265;1;28
265;2;21
270;0;46
270;1;28
270;2;20
275;0;46
275;1;29
275;2;21
280;0;44
280;1;28
280;2;23
285;0;42
285;1;28
285;2;24
290;0;40
290;1;30
290;2;22
295;0;41
295;1;29
295;2;20
300;0;42
300;1;30
300;2;20
305;0;40
305;1;32
305;2;19
310;0;39
310;1;30
310;2;21
315;0;38
315;1;30
315;2;22
320;0;36
320;1;32
320;2;23
325;0;38
325;1;33
325;2;22
330;0;38
330;1;31
330;2;24
335;0;39
335;1;30
335;2;26
340;0;40
340;1;29
340;2;24
345;0;41
345;1;28
345;2;23
350;0;40
350;1;30
350;2;22
355;0;38
355;1;32
355;2;20
360;0;37
360;1;33
360;2;20
365;0;37
365;1;35
365;2;20
370;0;38
370;1;33
370;2;21
375;0;37
375;1;32
375;2;20
380;0;39
380;1;33
380;2;20
385;0;41
385;1;34
385;2;18
390;0;42
390;1;34
390;2;17
395;0;40
395;1;34
395;2;19
400;0;41
400;1;32
400;2;20
405;0;43
405;1;31
405;2;18
410;0;43
410;1;33
410;2;19
415;0;45
415;1;33
415;2;19
420;0;44
420;1;31
420;2;21
425;0;43
425;1;32
425;2;19
430;0;44
430;1;32
430;2;17
435;0;44
435;1;33
435;2;16
440;0;44
440;1;34
440;2;17
445;0;42
445;1;35
445;2;17
450;0;44
450;1;34
450;2;18
455;0;46
455;1;33
455;2;20
460;0;48
460;1;31
460;2;21
465;0;48
465;1;33
465;2;21
470;0;48
470;1;34
470;2;23
475;0;49
475;1;36
475;2;23
480;0;51
480;1;38
480;2;21
485;0;50
485;1;37
485;2;22
490;0;50
490;1;35
490;2;22
495;0;50
495;1;33
495;2;22
500;0;50
500;1;32
500;2;24
505;0;48
505;1;31
505;2;24
510;0;47
510;1;29
510;2;24
515;0;46
515;1;27
515;2;25
520;0;45
520;1;27
520;2;26
525;0;43
525;1;25
525;2;27
530;0;44
530;1;24
530;2;29
535;0;42
535;1;25
535;2;28
540;0;40
540;1;25
540;2;29
545;0;42
545;1;25
545;2;31
550;0;42
550;1;27
550;2;29
555;0;43
555;1;26
555;2;28
560;0;41
560;1;26
560;2;30
565;0;43
565;1;24
565;2;32
570;0;43
570;1;23
570;2;31
575;0;44
575;1;25
575;2;32
580;0;43
580;1;27
580;2;30
585;0;43
585;1;29
585;2;28
590;0;44
590;1;28
590;2;30
595;0;44
595;1;29
595;2;29
600;0;45
600;1;27
600;2;27
605;0;43
605;1;25
605;2;26
610;0;43
610;1;25
610;2;24
615;0;44
615;1;24
615;2;25
620;0;44
620;1;22
620;2;27
625;0;42
625;1;23
625;2;25
630;0;40
630;1;22
630;2;27
635;0;40
635;1;24
635;2;25
640;0;40
640;1;26
640;2;25
645;0;42
645;1;27
645;2;23
650;0;40
650;1;28
650;2;23
655;0;41
655;1;30
655;2;25
660;0;43
660;1;31
660;2;24
665;0;43
665;1;30
665;2;26
670;0;41
670;1;28
670;2;25
675;0;40
675;1;26
675;2;25
680;0;40
680;1;26
680;2;26
685;0;39
685;1;24
685;2;28
690;0;39
690;1;26
690;2;27
695;0;38
695;1;27
695;2;29
700;0;39
700;1;29
700;2;27
705;0;39
705;1;29
705;2;29
710;0;38
710;1;30
710;2;29
715;0;40
715;1;30
715;2;30
720;0;41
720;1;30
720;2;31
725;0;40
725;1;29
725;2;29
730;0;41
730;1;30
730;2;29
735;0;43
735;1;29
735;2;31
740;0;41
740;1;27
740;2;33
745;0;40
745;1;28
745;2;33
750;0;41
750;1;27
750;2;32
755;0;42
755;1;25
755;2;30
760;0;42
760;1;26
760;2;29
765;0;44
765;1;26
765;2;30
770;0;46
770;1;26
770;2;31
775;0;48
775;1;28
775;2;33
780;0;47
780;1;30
780;2;35
785;0;45
785;1;31
785;2;35
790;0;43
790;1;33
790;2;33
795;0;45
795;1;31
795;2;34
800;0;44
800;1;29
800;2;34
805;0;42
805;1;30
805;2;36
810;0;42
810;1;30
810;2;37
815;0;43
815;1;31
815;2;37
820;0;45
820;1;31
820;2;35
825;0;45
825;1;32
825;2;34
830;0;46
830;1;34
830;2;32
835;0;48
835;1;34
835;2;34
840;0;49
840;1;34
840;2;32
845;0;50
845;1;35
845;2;32
850;0;52
850;1;34
850;2;33
855;0;51
855;1;35
855;2;34
860;0;49
860;1;34
860;2;33
865;0;47
865;1;36
865;2;35
870;0;48
870;1;37
870;2;37
875;0;49
875;1;37
875;2;37
880;0;51
880;1;37
880;2;39
885;0;50
885;1;36
885;2;38
890;0;50
890;1;34
890;2;36
895;0;50
895;1;35
895;2;37
900;0;48
900;1;37
900;2;36
905;0;46
905;1;35
905;2;34
910;0;47
910;1;36
910;2;33
915;0;49
915;1;37
915;2;33
920;0;48
920;1;36
920;2;34
925;0;46
925;1;35
925;2;34
930;0;48
930;1;35
930;2;32
935;0;46
935;1;34
935;2;31
940;0;47
940;1;35
940;2;30
945;0;48
945;1;34
945;2;30
950;0;49
950;1;35
950;2;29
955;0;47
955;1;36
955;2;31
960;0;47
960;1;35
960;2;33
965;0;48
965;1;34
965;2;35
970;0;48
970;1;36
970;2;36
975;0;46
975;1;38
975;2;38
980;0;47
980;1;36
980;2;40
985;0;48
985;1;37
985;2;38
990;0;47
990;1;36
990;2;39
995;0;45
995;1;36
995;2;38
1000;0;47
1000;1;36
1000;2;40
1005;0;47
1005;1;36
1005;2;40
1010;0;46
1010;1;35
1010;2;42
1015;0;46
1015;1;37
1015;2;42
1020;0;46
1020;1;37
1020;2;41
1025;0;44
1025;1;39
1025;2;41
1030;0;46
1030;1;41
1030;2;43
